sep=;
timestamp;name;ip;port;status;latency_ms
2026-08-12 07:09:11;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:09:11;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:09:11;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:09:11;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:09:22;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:09:22;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:09:22;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:09:22;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:09:34;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:09:34;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:09:34;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:09:34;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:09:46;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:09:46;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:09:46;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:09:46;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:09:57;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:09:57;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:09:57;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:09:57;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:10:09;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:10:09;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:10:09;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:10:09;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:10:20;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:10:20;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:10:20;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:10:20;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:10:32;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:10:32;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:10:32;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:10:32;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:10:43;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:10:43;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:10:43;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:10:43;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:10:55;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:10:55;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:10:55;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:10:55;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:11:07;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:11:07;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:11:07;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:11:07;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:11:18;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:11:18;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:11:18;NIZARADE;10.10.88.208;9091;OFFLINE;
2026-08-12 07:11:18;DESKTOP-22AN8KV;10.10.88.144;9091;OFFLINE;
2026-08-12 07:11:30;DESKTOP-H5TAEE6;10.10.88.252;9091;OFFLINE;
2026-08-12 07:11:30;HYPE;10.10.88.123;9091;OFFLINE;
2026-08-12 07:11:30;NIZARADE;10.10.88.208;9091;OFFLINE;
