sep=;
timestamp;hostname;cpu_percent;mem_percent;mem_used_gb;disk_percent;rx_kbps;tx_kbps
2026-08-07 16:08:45;DESKTOP-22AN8KV;0,0;84,4;9,89;99,6;0,0;0,0
2026-08-07 16:08:57;DESKTOP-22AN8KV;33,5;84,0;9,84;99,6;29,0;442,0
2026-08-07 16:09:08;DESKTOP-22AN8KV;33,9;84,0;9,84;99,6;32,0;33,0
2026-08-07 16:09:20;DESKTOP-22AN8KV;35,4;84,3;9,88;99,6;93,0;23,0
2026-08-07 16:09:31;DESKTOP-22AN8KV;39,1;85,2;9,98;99,6;66,0;3270,0
2026-08-07 16:09:43;DESKTOP-22AN8KV;33,6;84,9;9,94;99,6;55,0;119,0
2026-08-07 16:09:54;DESKTOP-22AN8KV;37,2;85,2;9,98;99,6;67,0;3356,0
2026-08-07 16:10:06;DESKTOP-22AN8KV;34,9;84,7;9,93;99,6;69,0;103,0
2026-08-07 16:10:18;DESKTOP-22AN8KV;35,2;84,8;9,94;99,6;80,0;48,0
2026-08-07 16:10:29;DESKTOP-22AN8KV;26,9;85,7;10,04;99,6;92,0;30,0
2026-08-07 16:10:41;DESKTOP-22AN8KV;33,3;84,0;9,84;99,6;69,0;43,0
2026-08-07 16:10:52;DESKTOP-22AN8KV;37,4;84,1;9,86;99,6;54,0;9,0
2026-08-07 16:11:04;DESKTOP-22AN8KV;31,9;83,9;9,83;99,6;46,0;41,0
2026-08-07 16:11:15;DESKTOP-22AN8KV;35,7;83,9;9,82;99,6;20,0;20,0
2026-08-07 16:11:27;DESKTOP-22AN8KV;36,6;83,3;9,75;99,6;103,0;38,0
2026-08-07 16:11:38;DESKTOP-22AN8KV;36,3;83,0;9,72;99,6;282,0;39,0
2026-08-07 16:11:50;DESKTOP-22AN8KV;35,8;83,0;9,72;99,6;32,0;38,0
2026-08-07 16:12:01;DESKTOP-22AN8KV;38,4;82,7;9,69;99,6;24,0;3,0
2026-08-07 16:12:13;DESKTOP-22AN8KV;42,6;84,5;9,9;99,6;247,0;44,0
2026-08-07 16:12:24;DESKTOP-22AN8KV;30,5;85,6;10,02;99,6;194,0;52,0
2026-08-07 16:12:36;DESKTOP-22AN8KV;23,7;85,8;10,05;99,6;220,0;17,0
2026-08-07 16:12:47;DESKTOP-22AN8KV;37,8;85,5;10,02;99,6;336,0;50,0
2026-08-07 16:12:59;DESKTOP-22AN8KV;36,0;84,3;9,88;99,6;122,0;59,0
2026-08-07 16:13:10;DESKTOP-22AN8KV;38,4;84,2;9,86;99,6;418,0;29,0
2026-08-07 16:13:22;DESKTOP-22AN8KV;34,9;84,1;9,85;99,6;112,0;37,0
2026-08-07 16:13:34;DESKTOP-22AN8KV;34,2;83,9;9,83;99,6;32,0;12,0
2026-08-07 16:13:45;DESKTOP-22AN8KV;36,7;83,5;9,79;99,6;32,0;36,0
2026-08-07 16:13:57;DESKTOP-22AN8KV;33,2;83,9;9,83;99,6;48,0;3279,0
2026-08-07 16:14:08;DESKTOP-22AN8KV;31,3;84,0;9,84;99,6;200,0;49,0
2026-08-07 16:14:20;DESKTOP-22AN8KV;32,5;84,3;9,88;99,6;75,0;36,0
2026-08-07 16:14:31;DESKTOP-22AN8KV;34,8;83,7;9,8;99,6;55,0;15,0
2026-08-07 16:14:43;DESKTOP-22AN8KV;30,9;83,4;9,77;99,6;16,0;5,0
2026-08-07 16:14:54;DESKTOP-22AN8KV;32,6;83,1;9,73;99,6;34,0;24,0
2026-08-07 16:15:06;DESKTOP-22AN8KV;33,3;83,2;9,75;99,6;68,0;98,0
2026-08-07 16:15:17;DESKTOP-22AN8KV;34,0;83,7;9,8;99,6;44,0;81,0
2026-08-07 16:15:29;DESKTOP-22AN8KV;32,7;83,8;9,82;99,6;69,0;5,0
2026-08-07 16:15:40;DESKTOP-22AN8KV;34,7;83,1;9,74;99,6;25,0;3,0
2026-08-07 16:15:52;DESKTOP-22AN8KV;36,5;83,3;9,76;99,6;42,0;18,0
2026-08-07 16:16:03;DESKTOP-22AN8KV;38,9;83,3;9,76;99,6;45,0;13,0
2026-08-07 16:16:15;DESKTOP-22AN8KV;32,7;83,3;9,75;99,6;33,0;21,0
2026-08-07 16:16:27;DESKTOP-22AN8KV;35,4;83,9;9,83;99,6;198,0;3274,0
2026-08-07 16:16:38;DESKTOP-22AN8KV;33,7;83,7;9,81;99,6;67,0;3561,0
2026-08-07 16:16:50;DESKTOP-22AN8KV;32,4;85,1;9,97;99,6;58,0;3343,0
2026-08-07 16:17:01;DESKTOP-22AN8KV;34,2;84,1;9,85;99,6;44,0;112,0
2026-08-07 16:17:13;DESKTOP-22AN8KV;31,3;86,0;10,07;99,6;26,0;153,0
2026-08-07 16:17:24;DESKTOP-22AN8KV;30,9;86,7;10,15;99,6;123,0;3391,0
2026-08-07 16:17:36;DESKTOP-22AN8KV;29,4;83,1;9,73;99,6;31,0;34,0
2026-08-07 16:17:47;DESKTOP-22AN8KV;29,6;83,4;9,77;99,6;280,0;22,0
2026-08-07 16:17:59;DESKTOP-22AN8KV;29,3;80,6;9,44;99,6;23,0;5,0
2026-08-07 16:18:10;DESKTOP-22AN8KV;28,4;79,4;9,3;99,6;18,0;25,0
2026-08-07 16:18:22;DESKTOP-22AN8KV;29,7;80,4;9,42;99,6;80,0;16,0
2026-08-07 16:18:33;DESKTOP-22AN8KV;27,5;80,2;9,4;99,6;23,0;6,0
2026-08-07 16:18:45;DESKTOP-22AN8KV;31,6;80,8;9,47;99,6;46,0;3309,0
2026-08-07 16:18:56;DESKTOP-22AN8KV;26,7;80,5;9,43;99,6;27,0;42,0
2026-08-07 16:19:08;DESKTOP-22AN8KV;31,7;80,8;9,47;99,6;484,0;24,0
2026-08-07 16:19:19;DESKTOP-22AN8KV;34,0;81,8;9,58;99,6;51,0;61,0
2026-08-07 16:19:31;DESKTOP-22AN8KV;35,8;82,6;9,68;99,6;97,0;3308,0
2026-08-07 16:19:43;DESKTOP-22AN8KV;32,2;82,4;9,65;99,6;50,0;92,0
2026-08-07 16:19:54;DESKTOP-22AN8KV;33,6;82,6;9,68;99,6;52,0;133,0
2026-08-07 16:20:06;DESKTOP-22AN8KV;33,8;83,5;9,79;99,6;107,0;191,0
2026-08-07 16:20:17;DESKTOP-22AN8KV;35,5;83,9;9,83;99,6;82,0;3383,0
2026-08-07 16:20:29;DESKTOP-22AN8KV;33,4;83,2;9,75;99,6;102,0;60,0
2026-08-07 16:20:40;DESKTOP-22AN8KV;31,0;83,2;9,75;99,6;39,0;20,0
2026-08-07 16:20:52;DESKTOP-22AN8KV;32,0;81,8;9,59;99,6;32,0;21,0
2026-08-07 16:21:03;DESKTOP-22AN8KV;30,2;81,8;9,58;99,6;37,0;25,0
2026-08-07 16:21:15;DESKTOP-22AN8KV;32,4;82,0;9,6;99,6;46,0;31,0
2026-08-07 16:21:26;DESKTOP-22AN8KV;33,2;81,9;9,59;99,6;73,0;9,0
2026-08-07 16:21:38;DESKTOP-22AN8KV;33,1;81,4;9,53;99,6;18,0;4,0
2026-08-07 16:21:49;DESKTOP-22AN8KV;31,5;81,3;9,52;99,6;42,0;18,0
2026-08-07 16:22:01;DESKTOP-22AN8KV;34,8;81,5;9,54;99,6;54,0;3366,0
2026-08-07 16:22:12;DESKTOP-22AN8KV;17,6;81,2;9,51;99,6;31,0;60,0
2026-08-07 16:22:24;DESKTOP-22AN8KV;29,6;81,3;9,52;99,6;86,0;34,0
2026-08-07 16:22:35;DESKTOP-22AN8KV;32,1;80,9;9,48;99,6;42,0;5,0
2026-08-07 16:22:47;DESKTOP-22AN8KV;30,3;81,4;9,53;99,6;58,0;78,0
2026-08-07 16:22:59;DESKTOP-22AN8KV;33,7;81,3;9,52;99,6;54,0;179,0
